artist,track,track_url,tags,description,cluster,vibe
Harry Styles,Falling,https://www.last.fm/music/Harry+Styles/_/Falling,"pop, rock, alternative, soul, indie pop, piano, Ballad, pop soul, alt pop, alternative pop","Artist Harry Styles with song Falling tagged by:pop, rock, alternative, soul, indie pop, piano, Ballad, pop soul, alt pop, alternative pop",2,Nostalgic
Sabrina Carpenter,because i liked a boy,https://www.last.fm/music/Sabrina+Carpenter/_/because+i+liked+a+boy,"pop, indie pop, Ballad, break-up, contemporary rnb, folk, female vocalist, alternative pop, folk pop, Incredible","Artist Sabrina Carpenter with song because i liked a boy tagged by:pop, indie pop, Ballad, break-up, contemporary rnb, folk, female vocalist, alternative pop, folk pop, Incredible",7,Melancholic
Lorde,Liability,https://www.last.fm/music/Lorde/_/Liability,"pop, singer-songwriter, sad, piano, 2017, indie pop, art pop, Ballad, female vocalists, blue","Artist Lorde with song Liability tagged by:pop, singer-songwriter, sad, piano, 2017, indie pop, art pop, Ballad, female vocalists, blue",7,Melancholic
Billie Eilish,SKINNY,https://www.last.fm/music/Billie+Eilish/_/SKINNY,"alt-pop, pop, peter, singer-songwriter, baroque pop, rnb, chamber pop, 2024, acoustic, Hip-Hop","Artist Billie Eilish with song SKINNY tagged by:alt-pop, pop, peter, singer-songwriter, baroque pop, rnb, chamber pop, 2024, acoustic, Hip-Hop",7,Melancholic
Billie Eilish,L’AMOUR DE MA VIE,https://www.last.fm/music/Billie+Eilish/_/L%E2%80%99AMOUR+DE+MA+VIE,"peter, electropop, alt-pop, pop, synthwave, 2024, motomano, siqueira mentiu pro lian, hyperpop, jazz","Artist Billie Eilish with song L’AMOUR DE MA VIE tagged by:peter, electropop, alt-pop, pop, synthwave, 2024, motomano, siqueira mentiu pro lian, hyperpop, jazz",7,Melancholic
Billie Eilish,THE GREATEST,https://www.last.fm/music/Billie+Eilish/_/THE+GREATEST,"peter, pop rock, pop, indie, epic, alternative rock, alt-pop, 2024, folk, glam rock","Artist Billie Eilish with song THE GREATEST tagged by:peter, pop rock, pop, indie, epic, alternative rock, alt-pop, 2024, folk, glam rock",7,Melancholic
Lana Del Rey,Dark Paradise,https://www.last.fm/music/Lana+Del+Rey/_/Dark+Paradise,"pop, indie, female vocalists, Lana Del Rey, indie pop, alternative, brilliant, american, chamber pop, heartbreak","Artist Lana Del Rey with song Dark Paradise tagged by:pop, indie, female vocalists, Lana Del Rey, indie pop, alternative, brilliant, american, chamber pop, heartbreak",7,Melancholic
Billie Eilish,ocean eyes,https://www.last.fm/music/Billie+Eilish/_/ocean+eyes,"pop, indie, indie pop, dream pop, Versus Verses, WSUM 91.7 FM Madison, nostalgia, alternative, electronic, indietronica","Artist Billie Eilish with song ocean eyes tagged by:pop, indie, indie pop, dream pop, Versus Verses, WSUM 91.7 FM Madison, nostalgia, alternative, electronic, indietronica",7,Melancholic
Billie Eilish,everything i wanted,https://www.last.fm/music/Billie+Eilish/_/everything+i+wanted,"pop, indie pop, sad, indie, Billie Eilish, 2010s, alternative, ambient pop, alternative pop, 2019","Artist Billie Eilish with song everything i wanted tagged by:pop, indie pop, sad, indie, Billie Eilish, 2010s, alternative, ambient pop, alternative pop, 2019",7,Melancholic
Melanie Martinez,Play Date,https://www.last.fm/music/Melanie+Martinez/_/Play+Date,"indie, pop, alternative, indie pop, tiktok, electropop, female vocalists, 2015, ethereal, art pop","Artist Melanie Martinez with song Play Date tagged by:indie, pop, alternative, indie pop, tiktok, electropop, female vocalists, 2015, ethereal, art pop",7,Melancholic
Tom Odell,Another Love,https://www.last.fm/music/Tom+Odell/_/Another+Love,"indie, singer-songwriter, british, pop, Another Love, indie pop, alternative, love songs, love at first listen, folk","Artist Tom Odell with song Another Love tagged by:indie, singer-songwriter, british, pop, Another Love, indie pop, alternative, love songs, love at first listen, folk",2,Nostalgic
Florence + the Machine,Dog Days Are Over,https://www.last.fm/music/Florence+%252B+the+Machine/_/Dog+Days+Are+Over,"indie, female vocalists, alternative, indie pop, british, Florence and The Machine, pop, happy, upbeat, 2009","Artist Florence + the Machine with song Dog Days Are Over tagged by:indie, female vocalists, alternative, indie pop, british, Florence and The Machine, pop, happy, upbeat, 2009",6,Calm
Gracie Abrams,"I miss you, I’m sorry","https://www.last.fm/music/Gracie+Abrams/_/I+miss+you,+I%E2%80%99m+sorry","pop, indie, indie pop, female vocalist, rnb, female, sad, Kpop, Queen, yearning","Artist Gracie Abrams with song I miss you, I’m sorry tagged by:pop, indie, indie pop, female vocalist, rnb, female, sad, Kpop, Queen, yearning",0,Confident
Lana Del Rey,Blue Jeans,https://www.last.fm/music/Lana+Del+Rey/_/Blue+Jeans,"indie, female vocalists, pop, soul, Lana Del Rey, indie pop, alternative, love at first listen, Blue Jeans, american","Artist Lana Del Rey with song Blue Jeans tagged by:indie, female vocalists, pop, soul, Lana Del Rey, indie pop, alternative, love at first listen, Blue Jeans, american",7,Melancholic
Lorde,Buzzcut Season,https://www.last.fm/music/Lorde/_/Buzzcut+Season,"indie pop, pop, art pop, electronic, indietronica, indie, female vocalists, Lorde, love at first listen, alternative","Artist Lorde with song Buzzcut Season tagged by:indie pop, pop, art pop, electronic, indietronica, indie, female vocalists, Lorde, love at first listen, alternative",7,Melancholic
Billie Eilish,idontwannabeyouanymore,https://www.last.fm/music/Billie+Eilish/_/idontwannabeyouanymore,"pop, indie pop, indie, contemporary rnb, female vocalists, alternative, alternative pop, pop soul, 2010s, chillout","Artist Billie Eilish with song idontwannabeyouanymore tagged by:pop, indie pop, indie, contemporary rnb, female vocalists, alternative, alternative pop, pop soul, 2010s, chillout",7,Melancholic
Taylor Swift,the last great american dynasty,https://www.last.fm/music/Taylor+Swift/_/the+last+great+american+dynasty,"indie pop, alternative, folk, indie, pop, folk pop, singer-songwriter, chamber pop, female vocalist, overrated","Artist Taylor Swift with song the last great american dynasty tagged by:indie pop, alternative, folk, indie, pop, folk pop, singer-songwriter, chamber pop, female vocalist, overrated",7,Melancholic
Florence + the Machine,Never Let Me Go,https://www.last.fm/music/Florence+%252B+the+Machine/_/Never+Let+Me+Go,"indie, alternative, female vocalists, indie pop, beautiful, Florence and The Machine, british, pop, The Vampire Diaries, magical","Artist Florence + the Machine with song Never Let Me Go tagged by:indie, alternative, female vocalists, indie pop, beautiful, Florence and The Machine, british, pop, The Vampire Diaries, magical",0,Confident
Beyoncé,Haunted,https://www.last.fm/music/Beyonc%C3%A9/_/Haunted,"cult, electronic, r&b, rnb, pop, sexy, alternative rnb, beyonce, witch house, downtempo","Artist Beyoncé with song Haunted tagged by:cult, electronic, r&b, rnb, pop, sexy, alternative rnb, beyonce, witch house, downtempo",7,Melancholic
Melanie Martinez,Carousel,https://www.last.fm/music/Melanie+Martinez/_/Carousel,"indie, pop, alternative, freak show, carnival pop, indie pop, female vocalist, american, trip hop, love at first listen","Artist Melanie Martinez with song Carousel tagged by:indie, pop, alternative, freak show, carnival pop, indie pop, female vocalist, american, trip hop, love at first listen",7,Melancholic
The Neighbourhood,Wires,https://www.last.fm/music/The+Neighbourhood/_/Wires,"indie, alternative, Mellow, rock, 2012, Oktober 12, groovunky, vocal, USA, pop","Artist The Neighbourhood with song Wires tagged by:indie, alternative, Mellow, rock, 2012, Oktober 12, groovunky, vocal, USA, pop",4,Euphoric
Melanie Martinez,Mrs. Potato Head,https://www.last.fm/music/Melanie+Martinez/_/Mrs.+Potato+Head,"love at first listen, indie, alternative, indie pop, art pop, female vocalists, pop, 2015, dark wave, Self Confidence","Artist Melanie Martinez with song Mrs. Potato Head tagged by:love at first listen, indie, alternative, indie pop, art pop, female vocalists, pop, 2015, dark wave, Self Confidence",7,Melancholic
Lana Del Rey,National Anthem,https://www.last.fm/music/Lana+Del+Rey/_/National+Anthem,"indie pop, indie, pop, female vocalists, Lana Del Rey, love at first listen, alternative, sexy, american, 2012","Artist Lana Del Rey with song National Anthem tagged by:indie pop, indie, pop, female vocalists, Lana Del Rey, love at first listen, alternative, sexy, american, 2012",7,Melancholic
Lana Del Rey,Off to the Races,https://www.last.fm/music/Lana+Del+Rey/_/Off+to+the+Races,"pop, indie, indie pop, female vocalists, Lana Del Rey, alternative, chamber pop, sexy, 10s, Love","Artist Lana Del Rey with song Off to the Races tagged by:pop, indie, indie pop, female vocalists, Lana Del Rey, alternative, chamber pop, sexy, 10s, Love",7,Melancholic
Melanie Martinez,Pacify Her,https://www.last.fm/music/Melanie+Martinez/_/Pacify+Her,"electropop, indie, alternative, indie pop, omg, Love it, jealousy, Bitch Song, female vocalists, i wonder whos this song for","Artist Melanie Martinez with song Pacify Her tagged by:electropop, indie, alternative, indie pop, omg, Love it, jealousy, Bitch Song, female vocalists, i wonder whos this song for",0,Confident
Franz Ferdinand,Take Me Out,https://www.last.fm/music/Franz+Ferdinand/_/Take+Me+Out,"indie, indie rock, rock, alternative, franz ferdinand, alternative rock, british, britpop, 00s, Scottish","Artist Franz Ferdinand with song Take Me Out tagged by:indie, indie rock, rock, alternative, franz ferdinand, alternative rock, british, britpop, 00s, Scottish",2,Nostalgic
Weezer,Island in the Sun,https://www.last.fm/music/Weezer/_/Island+in+the+Sun,"rock, alternative, alternative rock, indie, weezer, summer, indie rock, happy, pop, 00s","Artist Weezer with song Island in the Sun tagged by:rock, alternative, alternative rock, indie, weezer, summer, indie rock, happy, pop, 00s",2,Nostalgic
Gorillaz,19-2000,https://www.last.fm/music/Gorillaz/_/19-2000,"alternative, electronic, gorillaz, rock, pop, Hip-Hop, indie, alternative rock, british, 00s","Artist Gorillaz with song 19-2000 tagged by:alternative, electronic, gorillaz, rock, pop, Hip-Hop, indie, alternative rock, british, 00s",4,Euphoric
Gorillaz,Rock the House,https://www.last.fm/music/Gorillaz/_/Rock+the+House,"alternative, Hip-Hop, electronic, rock, gorillaz, funk, hip hop, trip-hop, alternative hip-hop, indie","Artist Gorillaz with song Rock the House tagged by:alternative, Hip-Hop, electronic, rock, gorillaz, funk, hip hop, trip-hop, alternative hip-hop, indie",4,Euphoric
Beck,Loser,https://www.last.fm/music/Beck/_/Loser,"alternative, 90s, indie, rock, alternative rock, beck, indie rock, singer-songwriter, experimental, 1994","Artist Beck with song Loser tagged by:alternative, 90s, indie, rock, alternative rock, beck, indie rock, singer-songwriter, experimental, 1994",2,Nostalgic
Beastie Boys,Sabotage,https://www.last.fm/music/Beastie+Boys/_/Sabotage,"Hip-Hop, 90s, rap, rock, hip hop, alternative, Beastie Boys, 1994, rap rock, alternative rock","Artist Beastie Boys with song Sabotage tagged by:Hip-Hop, 90s, rap, rock, hip hop, alternative, Beastie Boys, 1994, rap rock, alternative rock",1,Determined
M.I.A.,Paper Planes,https://www.last.fm/music/M.I.A./_/Paper+Planes,"Hip-Hop, electronic, female vocalists, dance, british, indie, hip hop, Soundtrack, mia, 00s","Artist M.I.A. with song Paper Planes tagged by:Hip-Hop, electronic, female vocalists, dance, british, indie, hip hop, Soundtrack, mia, 00s",4,Euphoric
Radiohead,Everything in Its Right Place,https://www.last.fm/music/Radiohead/_/Everything+in+Its+Right+Place,"electronic, alternative, alternative rock, radiohead, rock, experimental, ambient, british, indie, chillout","Artist Radiohead with song Everything in Its Right Place tagged by:electronic, alternative, alternative rock, radiohead, rock, experimental, ambient, british, indie, chillout",1,Determined
MGMT,Electric Feel,https://www.last.fm/music/MGMT/_/Electric+Feel,"electronic, indie, alternative, funky, dance, poptron, psychedelic, mgmt, electronica, 00s","Artist MGMT with song Electric Feel tagged by:electronic, indie, alternative, funky, dance, poptron, psychedelic, mgmt, electronica, 00s",4,Euphoric
Radiohead,Jigsaw Falling Into Place,https://www.last.fm/music/Radiohead/_/Jigsaw+Falling+Into+Place,"alternative rock, alternative, rock, radiohead, indie, british, experimental, indie rock, art rock, beautiful","Artist Radiohead with song Jigsaw Falling Into Place tagged by:alternative rock, alternative, rock, radiohead, indie, british, experimental, indie rock, art rock, beautiful",1,Determined
Two Door Cinema Club,Undercover Martyn,https://www.last.fm/music/Two+Door+Cinema+Club/_/Undercover+Martyn,"indie, alternative, indie dance party, indie rock, Two Door Cinema Club, electronic, up tempo, rock, british, happy","Artist Two Door Cinema Club with song Undercover Martyn tagged by:indie, alternative, indie dance party, indie rock, Two Door Cinema Club, electronic, up tempo, rock, british, happy",1,Determined
alt-J,Breezeblocks,https://www.last.fm/music/alt-J/_/Breezeblocks,"alternative, indie, british, 10s, indie rock, indie pop, art rock, art pop, 2012, alt-J","Artist alt-J with song Breezeblocks tagged by:alternative, indie, british, 10s, indie rock, indie pop, art rock, art pop, 2012, alt-J",4,Euphoric
Radiohead,All I Need,https://www.last.fm/music/Radiohead/_/All+I+Need,"alternative, alternative rock, radiohead, rock, british, indie, beautiful, electronic, experimental, Love","Artist Radiohead with song All I Need tagged by:alternative, alternative rock, radiohead, rock, british, indie, beautiful, electronic, experimental, Love",2,Nostalgic
Cage the Elephant,Come a Little Closer,https://www.last.fm/music/Cage+the+Elephant/_/Come+a+Little+Closer,"indie rock, indie, alternative rock, rock, alternative, Olivia, grateful, Olivia and I, Im getting married to Olivia forever, malik and olivia","Artist Cage the Elephant with song Come a Little Closer tagged by:indie rock, indie, alternative rock, rock, alternative, Olivia, grateful, Olivia and I, Im getting married to Olivia forever, malik and olivia",6,Calm
Cage the Elephant,Cigarette Daydreams,https://www.last.fm/music/Cage+the+Elephant/_/Cigarette+Daydreams,"alternative rock, rock, indie rock, indie, hook, alternative, indie pop, 2010s, Lo-Fi, 2013","Artist Cage the Elephant with song Cigarette Daydreams tagged by:alternative rock, rock, indie rock, indie, hook, alternative, indie pop, 2010s, Lo-Fi, 2013",4,Euphoric
The Killers,Mr. Brightside,https://www.last.fm/music/The+Killers/_/Mr.+Brightside,"rock, indie rock, indie, alternative, alternative rock, The Killers, 00s, american, pop, Love","Artist The Killers with song Mr. Brightside tagged by:rock, indie rock, indie, alternative, alternative rock, The Killers, 00s, american, pop, Love",2,Nostalgic
Arctic Monkeys,R U Mine?,https://www.last.fm/music/Arctic+Monkeys/_/R+U+Mine%3F,"indie rock, british, indie, rock, arctic monkeys, alternative, love at first listen, alternative rock, Garage Rock, british rock","Artist Arctic Monkeys with song R U Mine? tagged by:indie rock, british, indie, rock, arctic monkeys, alternative, love at first listen, alternative rock, Garage Rock, british rock",2,Nostalgic
The Killers,Somebody Told Me,https://www.last.fm/music/The+Killers/_/Somebody+Told+Me,"rock, indie rock, indie, alternative, The Killers, alternative rock, 00s, pop, britpop, american","Artist The Killers with song Somebody Told Me tagged by:rock, indie rock, indie, alternative, The Killers, alternative rock, 00s, pop, britpop, american",1,Determined
Kings of Leon,Sex on Fire,https://www.last.fm/music/Kings+of+Leon/_/Sex+on+Fire,"rock, indie rock, alternative, indie, i fucking love this song, kings of leon, alternative rock, sexy, Southern Rock, Sex on Fire","Artist Kings of Leon with song Sex on Fire tagged by:rock, indie rock, alternative, indie, i fucking love this song, kings of leon, alternative rock, sexy, Southern Rock, Sex on Fire",1,Determined
The Neighbourhood,W.D.Y.W.F.M?,https://www.last.fm/music/The+Neighbourhood/_/W.D.Y.W.F.M%3F,"indie, sexy, indie rock, indie pop, Eargasm, favorit, Hip-Hop, his voice jslkdjslkdjslkjd, alt rock, alternative","Artist The Neighbourhood with song W.D.Y.W.F.M? tagged by:indie, sexy, indie rock, indie pop, Eargasm, favorit, Hip-Hop, his voice jslkdjslkdjslkjd, alt rock, alternative",5,Energetic
Two Door Cinema Club,What You Know,https://www.last.fm/music/Two+Door+Cinema+Club/_/What+You+Know,"indie, british, electronic, indie rock, indie pop, rock, Two Door Cinema Club, 2010, love at first listen, pop","Artist Two Door Cinema Club with song What You Know tagged by:indie, british, electronic, indie rock, indie pop, rock, Two Door Cinema Club, 2010, love at first listen, pop",2,Nostalgic
The 1975,Robbers,https://www.last.fm/music/The+1975/_/Robbers,"indie rock, indie, pop, rock, synth, Listen to this when you want to kill yourself, power pop, lely, 10s, british","Artist The 1975 with song Robbers tagged by:indie rock, indie, pop, rock, synth, Listen to this when you want to kill yourself, power pop, lely, 10s, british",2,Nostalgic
The Neighbourhood,Pretty Boy,https://www.last.fm/music/The+Neighbourhood/_/Pretty+Boy,"alternative, indie pop, hayes owns this song, indie rock, synthpop, hip hop, indie, pop rock, alternative rock, emo","Artist The Neighbourhood with song Pretty Boy tagged by:alternative, indie pop, hayes owns this song, indie rock, synthpop, hip hop, indie, pop rock, alternative rock, emo",1,Determined
Arctic Monkeys,Teddy Picker,https://www.last.fm/music/Arctic+Monkeys/_/Teddy+Picker,"indie rock, indie, british, rock, alternative, arctic monkeys, alternative rock, 00s, Garage Rock, britpop","Artist Arctic Monkeys with song Teddy Picker tagged by:indie rock, indie, british, rock, alternative, arctic monkeys, alternative rock, 00s, Garage Rock, britpop",2,Nostalgic
Arctic Monkeys,Do Me a Favour,https://www.last.fm/music/Arctic+Monkeys/_/Do+Me+a+Favour,"indie rock, indie, british, rock, alternative, alternative rock, arctic monkeys, britpop, 00s, post-punk","Artist Arctic Monkeys with song Do Me a Favour tagged by:indie rock, indie, british, rock, alternative, alternative rock, arctic monkeys, britpop, 00s, post-punk",2,Nostalgic
The Fratellis,Chelsea Dagger,https://www.last.fm/music/The+Fratellis/_/Chelsea+Dagger,"indie rock, indie, british, rock, alternative, the fratellis, alternative rock, britpop, Scottish, party","Artist The Fratellis with song Chelsea Dagger tagged by:indie rock, indie, british, rock, alternative, the fratellis, alternative rock, britpop, Scottish, party",1,Determined
SZA,Love Galore (feat. Travis Scott),https://www.last.fm/music/SZA/_/Love+Galore+(feat.+Travis+Scott),"alternative rnb, pop rap, rnb, trap, rap, pop, soul, alternative rap, USA, alternative pop","Artist SZA with song Love Galore (feat. Travis Scott) tagged by:alternative rnb, pop rap, rnb, trap, rap, pop, soul, alternative rap, USA, alternative pop",4,Euphoric
SZA,Low,https://www.last.fm/music/SZA/_/Low,"trap, pop rap, 2022, electronic, trip hop, rnb, pop rock, alternative R&B, sza, alternative rnb","Artist SZA with song Low tagged by:trap, pop rap, 2022, electronic, trip hop, rnb, pop rock, alternative R&B, sza, alternative rnb",4,Euphoric
Cardi B,Up,https://www.last.fm/music/Cardi+B/_/Up,"2021, rap, 2020s, Hip-Hop, explicit lyrics, 20s, pop, danceable beats, current mood, E minor","Artist Cardi B with song Up tagged by:2021, rap, 2020s, Hip-Hop, explicit lyrics, 20s, pop, danceable beats, current mood, E minor",5,Energetic
Doja Cat,Paint the Town Red,https://www.last.fm/music/Doja+Cat/_/Paint+the+Town+Red,"motomano, pop, rnb, rap, chipmunk soul, doja cat, 2023, 2020s, pop rap, Musik","Artist Doja Cat with song Paint the Town Red tagged by:motomano, pop, rnb, rap, chipmunk soul, doja cat, 2023, 2020s, pop rap, Musik",5,Energetic
Doja Cat,Cyber Sex,https://www.last.fm/music/Doja+Cat/_/Cyber+Sex,"rap, rnb, pop, sexy, Hip-Hop, my top songs, pop rap, explicit, friction, hip hop","Artist Doja Cat with song Cyber Sex tagged by:rap, rnb, pop, sexy, Hip-Hop, my top songs, pop rap, explicit, friction, hip hop",5,Energetic
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),https://www.last.fm/music/Amaarae/_/SAD+GIRLZ+LUV+MONEY+Remix+(feat.+Kali+Uchis+and+Moliy),"rnb, latin, pop, afrobeat, bbe, Trend, afrobeats, alexcore, kali uchis, alternative rnb","Artist Amaarae with song SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) tagged by:rnb, latin, pop, afrobeat, bbe, Trend, afrobeats, alexcore, kali uchis, alternative rnb",6,Calm
Doja Cat,Agora Hills,https://www.last.fm/music/Doja+Cat/_/Agora+Hills,"rnb, rap, Hip-Hop, hip hop, agoura hills, pop rap, 2023, Trap Soul, cloud rap, excellent","Artist Doja Cat with song Agora Hills tagged by:rnb, rap, Hip-Hop, hip hop, agoura hills, pop rap, 2023, Trap Soul, cloud rap, excellent",5,Energetic
Doja Cat,Ain't Shit,https://www.last.fm/music/Doja+Cat/_/Ain%27t+Shit,"rnb, pop, Hip-Hop, pop rap, alt, alternative, hot, anthem, pop-rap, riot grrrl","Artist Doja Cat with song Ain't Shit tagged by:rnb, pop, Hip-Hop, pop rap, alt, alternative, hot, anthem, pop-rap, riot grrrl",5,Energetic
Rihanna,Woo,https://www.last.fm/music/Rihanna/_/Woo,"alternative, experimental, Rihanna, rnb, travis scott, pop, sexy, trap, alternative rnb, dark","Artist Rihanna with song Woo tagged by:alternative, experimental, Rihanna, rnb, travis scott, pop, sexy, trap, alternative rnb, dark",0,Confident
Kehlani,Gangsta,https://www.last.fm/music/Kehlani/_/Gangsta,"rnb, Soundtrack, hino, pop, hip hop, Hip-Hop, american, movie song, r&b, Suicide Squad","Artist Kehlani with song Gangsta tagged by:rnb, Soundtrack, hino, pop, hip hop, Hip-Hop, american, movie song, r&b, Suicide Squad",5,Energetic
Ariana Grande,needy,https://www.last.fm/music/Ariana+Grande/_/needy,"rnb, pop, female vocalist, 2019, Ballad, contemporary rnb, 2010s, florida, Hip-Hop, Contemporary","Artist Ariana Grande with song needy tagged by:rnb, pop, female vocalist, 2019, Ballad, contemporary rnb, 2010s, florida, Hip-Hop, Contemporary",0,Confident
SZA,Shirt,https://www.last.fm/music/SZA/_/Shirt,"rnb, trap, sza, pop rap, alternative rnb, Trap Soul, trip hop, pop rock, alternative R&B, jamable","Artist SZA with song Shirt tagged by:rnb, trap, sza, pop rap, alternative rnb, Trap Soul, trip hop, pop rock, alternative R&B, jamable",4,Euphoric
Beyoncé,AMERICA HAS A PROBLEM,https://www.last.fm/music/Beyonc%C3%A9/_/AMERICA+HAS+A+PROBLEM,"House, dance, miami bass, pop rap, pop, electro, electronic, dance pop, atlanta bass, my top songs","Artist Beyoncé with song AMERICA HAS A PROBLEM tagged by:House, dance, miami bass, pop rap, pop, electro, electronic, dance pop, atlanta bass, my top songs",0,Confident
Doechii,NISSAN ALTIMA,https://www.last.fm/music/Doechii/_/NISSAN+ALTIMA,"trap, hip hop, hardcore hip hop, Southern Hip Hop, Hip-Hop, acheimagra, alexcore, loonaids, Doechii Nissan Ultima, MINHAS músicas","Artist Doechii with song NISSAN ALTIMA tagged by:trap, hip hop, hardcore hip hop, Southern Hip Hop, Hip-Hop, acheimagra, alexcore, loonaids, Doechii Nissan Ultima, MINHAS músicas",4,Euphoric
Ariana Grande,no tears left to cry,https://www.last.fm/music/Ariana+Grande/_/no+tears+left+to+cry,"pop, dance, dance-pop, Sweetener, Ariana Grande, 2018, dance pop, best of 2018, hino, rnb","Artist Ariana Grande with song no tears left to cry tagged by:pop, dance, dance-pop, Sweetener, Ariana Grande, 2018, dance pop, best of 2018, hino, rnb",0,Confident
Beyoncé,CUFF IT,https://www.last.fm/music/Beyonc%C3%A9/_/CUFF+IT,"funk, Disco, pop, nu-disco, soul, rnb, dance, summer, 2022, dance-pop","Artist Beyoncé with song CUFF IT tagged by:funk, Disco, pop, nu-disco, soul, rnb, dance, summer, 2022, dance-pop",0,Confident
Miley Cyrus,Flowers,https://www.last.fm/music/Miley+Cyrus/_/Flowers,"pop, 2023, Disco, soft rock, 2020s, dance-pop, pop rock, disco-pop, nu disco, Miley Cyrus","Artist Miley Cyrus with song Flowers tagged by:pop, 2023, Disco, soft rock, 2020s, dance-pop, pop rock, disco-pop, nu disco, Miley Cyrus",0,Confident
Lady Gaga,Zombieboy,https://www.last.fm/music/Lady+Gaga/_/Zombieboy,"Disco, nu-disco, dance-pop, new wave, synth funk, pop, nu disco, acheimagra, synthwave, power pop","Artist Lady Gaga with song Zombieboy tagged by:Disco, nu-disco, dance-pop, new wave, synth funk, pop, nu disco, acheimagra, synthwave, power pop",7,Melancholic
The Neighbourhood,Flawless,https://www.last.fm/music/The+Neighbourhood/_/Flawless,"indie, alternative rock, chill, alternative, sexy, 2013, Hip-Hop, smooth, USA, sex","Artist The Neighbourhood with song Flawless tagged by:indie, alternative rock, chill, alternative, sexy, 2013, Hip-Hop, smooth, USA, sex",5,Energetic
The Rare Occasions,Notion,https://www.last.fm/music/The+Rare+Occasions/_/Notion,"alternative, indie, indie pop, power pop, indie rock, indie-pop, Indie-Rock, the rare occasions, WSUM 91.7 FM Madison, Post-punk revival","Artist The Rare Occasions with song Notion tagged by:alternative, indie, indie pop, power pop, indie rock, indie-pop, Indie-Rock, the rare occasions, WSUM 91.7 FM Madison, Post-punk revival",1,Determined
Foster the People,Pumped Up Kicks,https://www.last.fm/music/Foster+the+People/_/Pumped+Up+Kicks,"indie, indie pop, catchy, summer, happy, alternative, pop, foster the people, indie rock, 2011","Artist Foster the People with song Pumped Up Kicks tagged by:indie, indie pop, catchy, summer, happy, alternative, pop, foster the people, indie rock, 2011",4,Euphoric
Dayglow,Can I Call You Tonight?,https://www.last.fm/music/Dayglow/_/Can+I+Call+You+Tonight%3F,"indie, indie pop, english, rock, dream pop, indie rock, pop, Olivia, jangle pop, Please come back","Artist Dayglow with song Can I Call You Tonight? tagged by:indie, indie pop, english, rock, dream pop, indie rock, pop, Olivia, jangle pop, Please come back",0,Confident
Roar,I Can't Handle Change,https://www.last.fm/music/Roar/_/I+Can%27t+Handle+Change,"indie, indie rock, alternative, indie pop, emo, dream pop, american, art pop, chamber pop, cinematic","Artist Roar with song I Can't Handle Change tagged by:indie, indie rock, alternative, indie pop, emo, dream pop, american, art pop, chamber pop, cinematic",1,Determined
Imagine Dragons,Demons,https://www.last.fm/music/Imagine+Dragons/_/Demons,"indie, rock, indie rock, alternative, IMAGINE DRAGONS, alternative rock, american, love at first listen, 2010s, male vocalists","Artist Imagine Dragons with song Demons tagged by:indie, rock, indie rock, alternative, IMAGINE DRAGONS, alternative rock, american, love at first listen, 2010s, male vocalists",1,Determined
Billie Eilish,bitches broken hearts,https://www.last.fm/music/Billie+Eilish/_/bitches+broken+hearts,"indie, pop, indie pop, rnb, peter, electronic, indietronica, electronica, synthpop, alternative","Artist Billie Eilish with song bitches broken hearts tagged by:indie, pop, indie pop, rnb, peter, electronic, indietronica, electronica, synthpop, alternative",7,Melancholic
Melanie Martinez,Mad Hatter,https://www.last.fm/music/Melanie+Martinez/_/Mad+Hatter,"all the best people are crazy, alice in wonderland, pop, indie, indie rock, alternative rock, contemporary rock, Loka, love at first listen, MAAAAD","Artist Melanie Martinez with song Mad Hatter tagged by:all the best people are crazy, alice in wonderland, pop, indie, indie rock, alternative rock, contemporary rock, Loka, love at first listen, MAAAAD",7,Melancholic
Lana Del Rey,Million Dollar Man,https://www.last.fm/music/Lana+Del+Rey/_/Million+Dollar+Man,"indie, pop, alternative, female vocalists, indie pop, Dreamy, Lana Del Rey, romantic tension, piano, Adult Alternative","Artist Lana Del Rey with song Million Dollar Man tagged by:indie, pop, alternative, female vocalists, indie pop, Dreamy, Lana Del Rey, romantic tension, piano, Adult Alternative",7,Melancholic
The Neighbourhood,Scary Love,https://www.last.fm/music/The+Neighbourhood/_/Scary+Love,"indie, electropop, synthpop, alternative, indie pop, american, fav, i listen to this late at night in my underwear, dark pop, love at first listen","Artist The Neighbourhood with song Scary Love tagged by:indie, electropop, synthpop, alternative, indie pop, american, fav, i listen to this late at night in my underwear, dark pop, love at first listen",6,Calm
Chase Atlantic,Swim,https://www.last.fm/music/Chase+Atlantic/_/Swim,"alternative, guilty pleasure, saw live, alternative rnb, rhodacore, fuckboy music, my top songs, My Music Library, fernandacoxta","Artist Chase Atlantic with song Swim tagged by:alternative, guilty pleasure, saw live, alternative rnb, rhodacore, fuckboy music, my top songs, My Music Library, fernandacoxta",3,Reflective
